scaled_features,Exited
"[-1.0652794878379066,-1.0189022035876123,0.15209887712497874,-0.7012376825737624,0.7974108877351862,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,1.3841830504028805]",0
"[1.0732410343916199,-1.0189022035876123,0.3600277158698592,0.19789248614291768,0.06283022793781484,0.7154365398420391,-0.7320491812025733,0.7748578372390554,1.3051274493010556,1.6075189568133719]",0
"[-1.0652794878379066,1.623344785208039,1.5747698790636346,1.0970226548595978,-1.039040761758242,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,1.015104980562131]",1
"[1.0732410343916199,-1.0189022035876123,0.45852032369638157,-1.0009477388126558,0.06283022793781484,-0.6678966430682225,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.44494526456828226]",1
"[1.0732410343916199,1.623344785208039,-1.7958660332217962,-1.999981259608967,0.06283022793781484,0.5086816299857123,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-0.803695570382456]",0
"[1.0732410343916199,1.623344785208039,-0.15432256944642406,-1.200754442971918,1.1647012176338718,0.9181246611706153,1.0097682876139518,0.7748578372390554,-0.7661605604670605,0.7024211289229342]",0
"[-1.0652794878379066,-1.0189022035876123,0.009831776931113164,-0.40152762633486905,0.06283022793781484,0.4078663169768244,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,-1.3173155396264409]",0
"[-1.0652794878379066,-1.0189022035876123,0.9400397397371574,0.2977958382225488,1.5319915475325574,0.6312294244033907,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-0.4451610438668478]",0
"[-1.0652794878379066,-1.0189022035876123,-2.5509760265584673,-0.9010443867330247,-1.7736214215556134,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,1.3051274493010556,-1.7264614302792243]",0
"[1.0732410343916199,1.623344785208039,1.147968578482038,-0.9010443867330247,0.7974108877351862,-1.3342758555096281,1.0097682876139518,0.7748578372390554,-0.7661605604670605,-0.19075617837810444]",0
"[1.0732410343916199,-1.0189022035876123,-1.2486848786300055,0.6974092465410733,1.5319915475325574,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.8551789811196916]",1
"[-1.0652794878379066,1.623344785208039,0.7321109009922769,0.09798913406328658,1.1647012176338718,-1.3342758555096281,1.0097682876139518,0.7748578372390554,-0.7661605604670605,1.3906483294098746]",0
"[-1.0652794878379066,-1.0189022035876123,-1.2049103862626622,-0.40152762633486905,-1.039040761758242,0.7440630177102278,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-0.03265898769277473]",0
"[1.0732410343916199,-1.0189022035876123,-0.3841386543749762,0.19789248614291768,0.4301205578365005,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,0.14743796153867464]",0
"[-1.0652794878379066,1.623344785208039,0.6226746700739187,1.5965394152577534,0.7974108877351862,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-1.4308602047359487]",1
"[1.0732410343916199,-1.0189022035876123,1.191743070849381,-0.8011410346533935,0.7974108877351862,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,-0.30378820185135924]",0
"[1.0732410343916199,1.623344785208039,-0.690560100946379,-1.3006577950515492,-1.039040761758242,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,-0.14663677348178003]",0
"[1.0732410343916199,-1.0189022035876123,-0.03394271543623009,3.194993048531851,0.4301205578365005,0.2497561914173173,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,0.07256231069469563]",0
"[1.0732410343916199,0.3022212908102134,-0.19809706181376732,-0.8011410346533935,-0.3044601019608708,0.6730059452238873,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,0.21060497442966444]",0
"[1.0732410343916199,1.623344785208039,0.7430545240841128,-1.900077907529336,0.4301205578365005,0.31166193108083845,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,-0.27428246192954947]",0
"[-1.0652794878379066,-1.0189022035876123,0.38191496205353087,-1.1008510908922868,-1.039040761758242,-1.3342758555096281,1.0097682876139518,0.7748578372390554,-0.7661605604670605,-0.29551819559703557]",0
"[1.0732410343916199,-1.0189022035876123,1.6513752407064854,0.7973125986207045,0.7974108877351862,0.4248074146572248,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,-0.9252533145592097]",0
"[1.0732410343916199,1.623344785208039,0.786829016451456,-0.5014309784145001,-1.039040761758242,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,0.111684195942707]",0
"[-1.0652794878379066,1.623344785208039,0.37097133896169504,-1.200754442971918,-1.7736214215556134,0.8433027555402026,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-0.7787298014231381]",1
"[-1.0652794878379066,0.3022212908102134,0.11926800784947131,-1.0009477388126558,1.5319915475325574,0.7046518140618786,1.0097682876139518,0.7748578372390554,1.3051274493010556,0.6816126254937038]",0
"[1.0732410343916199,0.3022212908102134,0.6007874238902472,-1.7002712033700735,0.7974108877351862,0.5066783661134121,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,1.07365700598894]",1
"[1.0732410343916199,1.623344785208039,-0.37319503128314035,-0.0019142180163445482,1.5319915475325574,0.4411897157241403,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,1.662640146713746]",0
"[1.0732410343916199,1.623344785208039,0.195873369492322,-0.2017209221756068,-1.039040761758242,-1.3342758555096281,1.0097682876139518,0.7748578372390554,-0.7661605604670605,-1.0361992555917332]",1
"[-1.0652794878379066,0.3022212908102134,0.3600277158698592,-1.7002712033700735,1.5319915475325574,-0.39079052622332344,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,-0.8211451363180476]",0
"[1.0732410343916199,-1.0189022035876123,-1.806809656313632,-1.200754442971918,-0.3044601019608708,0.7848579392332974,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,1.0998938975184471]",0
"[-1.0652794878379066,0.3022212908102134,-0.23092793108927476,-1.4005611471311803,0.06283022793781484,0.22642126177766822,1.0097682876139518,0.7748578372390554,-0.7661605604670605,0.9609326714463998]",0
"[-1.0652794878379066,0.3022212908102134,-1.8505841486809753,0.2977958382225488,1.8992818774312432,0.7766198015756806,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-1.6468741194354006]",1
"[-1.0652794878379066,-1.0189022035876123,-0.7781090856810655,-1.1008510908922868,-0.3044601019608708,1.4257020519821348,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.20193459141921336]",0
"[-1.0652794878379066,-1.0189022035876123,-1.5003882097422292,-0.10181757009597567,0.06283022793781484,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,0.7956688927498341]",0
"[1.0732410343916199,1.623344785208039,-1.806809656313632,-0.6013343304941313,0.7974108877351862,0.845995272478159,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-1.268960734229447]",0
"[1.0732410343916199,-1.0189022035876123,-1.5222754559259009,-1.1008510908922868,-1.7736214215556134,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,0.5201286043429764]",0
"[-1.0652794878379066,0.3022212908102134,-0.47168763910966266,-0.5014309784145001,0.06283022793781484,1.7680059387873688,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,1.3655527974949793]",0
"[1.0732410343916199,1.623344785208039,-0.570180246936185,-0.10181757009597567,1.1647012176338718,0.32685530318289285,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,-0.09974245101605189]",0
"[1.0732410343916199,0.3022212908102134,1.147968578482038,1.396732711098491,-0.6717504318595564,1.2977980511442666,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-1.6016883714261534]",1
"[1.0732410343916199,1.623344785208039,2.1985563952982763,0.39769919030217993,-1.039040761758242,0.6577699019726833,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-1.4041567556104873]",0
"[-1.0652794878379066,-1.0189022035876123,-1.5222754559259009,2.3957662318948025,-1.039040761758242,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,-0.9088553656334377]",0
"[1.0732410343916199,0.3022212908102134,1.4106155326860974,0.39769919030217993,-1.4063310916569278,1.3066190897286287,1.0097682876139518,0.7748578372390554,-0.7661605604670605,1.2820363890950264]",0
"[-1.0652794878379066,-1.0189022035876123,-0.14337894635458823,0.09798913406328658,-1.039040761758242,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,-0.7806660241087633]",0
"[1.0732410343916199,-1.0189022035876123,1.6951497330738285,0.8972159507003356,-0.3044601019608708,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-1.5936146554637782]",1
"[-1.0652794878379066,-1.0189022035876123,-1.4785009635585575,-0.9010443867330247,1.1647012176338718,-1.3342758555096281,1.0097682876139518,0.7748578372390554,-0.7661605604670605,-0.08097862369059328]",0
"[1.0732410343916199,-1.0189022035876123,0.8853216242779783,-0.2017209221756068,-1.4063310916569278,0.2782810402890574,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,1.635714593303838]",0
"[1.0732410343916199,1.623344785208039,-1.3581211095483636,-0.40152762633486905,-1.7736214215556134,-1.3342758555096281,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,0.5369033682599111]",0
"[-1.0652794878379066,1.623344785208039,-0.3622514081913045,-1.1008510908922868,0.06283022793781484,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,1.3051274493010556,1.6558583431141758]",0
"[1.0732410343916199,0.3022212908102134,0.4147458313290383,-0.7012376825737624,0.7974108877351862,0.47986980949259056,1.0097682876139518,0.7748578372390554,-0.7661605604670605,0.8321710908799738]",0
"[1.0732410343916199,-1.0189022035876123,0.7211672779004411,-0.0019142180163445482,1.1647012176338718,-0.418721562080559,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,-0.13078005215710808]",1
"[1.0732410343916199,-1.0189022035876123,-1.5003882097422292,-0.5014309784145001,-0.6717504318595564,0.039145080040303294,1.0097682876139518,0.7748578372390554,-0.7661605604670605,-1.4354651438003652]",0
"[-1.0652794878379066,-1.0189022035876123,-1.8615277717728111,-0.10181757009597567,-1.4063310916569278,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,0.2506055749122399]",0
"[-1.0652794878379066,-1.0189022035876123,-0.5264057545688418,-0.9010443867330247,1.1647012176338718,0.18059700786625452,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-0.23516542763314843]",0
"[-1.0652794878379066,1.623344785208039,-0.7562218394973939,-1.200754442971918,1.5319915475325574,-0.32921654660109295,1.0097682876139518,0.7748578372390554,-0.7661605604670605,0.47723804943852216]",0
"[-1.0652794878379066,-1.0189022035876123,1.727980602349336,-0.6013343304941313,-0.6717504318595564,1.5124785569207353,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-1.7312865678970972]",0
"[1.0732410343916199,1.623344785208039,-0.3622514081913045,-0.9010443867330247,0.4301205578365005,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,-0.9966948381595897]",0
"[-1.0652794878379066,0.3022212908102134,0.786829016451456,-0.40152762633486905,-0.6717504318595564,0.42013769256400596,-0.7320491812025733,0.7748578372390554,1.3051274493010556,1.0058760451234001]",0
"[-1.0652794878379066,-1.0189022035876123,-1.620768063752423,1.5965394152577534,1.8992818774312432,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,-0.91274340334915]",0
"[-1.0652794878379066,-1.0189022035876123,-1.401895601915707,-0.6013343304941313,0.4301205578365005,0.23615012091684312,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-1.5599772907561067]",0
"[-1.0652794878379066,1.623344785208039,2.1985563952982763,-1.1008510908922868,-1.039040761758242,0.9628002142615955,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-1.638116419295963]",0
"[-1.0652794878379066,-1.0189022035876123,1.2026866939412169,0.09798913406328658,-0.3044601019608708,0.38267079494065837,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,0.3617032814308594]",0
"[-1.0652794878379066,1.623344785208039,-1.4566137173748859,0.8972159507003356,0.06283022793781484,-1.3342758555096281,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,0.7902652791524245]",1
"[1.0732410343916199,-1.0189022035876123,0.6773927855330979,-0.3016242742552379,-1.039040761758242,0.7670674902444381,1.0097682876139518,0.7748578372390554,1.3051274493010556,-1.4926457359076135]",1
"[-1.0652794878379066,1.623344785208039,-1.5003882097422292,-0.8011410346533935,-0.6717504318595564,1.5430400573959808,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-0.10153297190509403]",0
"[-1.0652794878379066,-1.0189022035876123,-1.0845305322524683,-0.40152762633486905,-0.6717504318595564,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,1.3051274493010556,1.3710693689656017]",0
"[1.0732410343916199,1.623344785208039,-0.44980039292599105,-0.0019142180163445482,-0.6717504318595564,0.12768071124595365,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,1.711232475491376]",1
"[-1.0652794878379066,-1.0189022035876123,-0.3403641620076329,-0.7012376825737624,0.06283022793781484,0.8636878384111442,-0.7320491812025733,0.7748578372390554,1.3051274493010556,0.8908958448337662]",0
"[-1.0652794878379066,-1.0189022035876123,-0.06677358471173754,0.39769919030217993,0.06283022793781484,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.7273340571593533]",1
"[-1.0652794878379066,-1.0189022035876123,0.23964786185966527,0.39769919030217993,-1.039040761758242,0.39825179045865405,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,1.0002194890491638]",0
"[-1.0652794878379066,0.3022212908102134,0.4366330775127099,-0.8011410346533935,-1.039040761758242,1.3011503422242308,1.0097682876139518,0.7748578372390554,-0.7661605604670605,1.192824443759683]",0
"[-1.0652794878379066,-1.0189022035876123,-0.5045185083851701,-1.0009477388126558,1.1647012176338718,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,1.2020606556258293]",0
"[1.0732410343916199,-1.0189022035876123,-0.31847691582396126,-0.0019142180163445482,1.5319915475325574,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,-0.20233401388588562]",0
"[1.0732410343916199,-1.0189022035876123,0.29436597731884434,-0.7012376825737624,-1.4063310916569278,-0.3066664729452336,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-1.0375060673059129]",0
"[-1.0652794878379066,0.3022212908102134,-0.8437708242320804,-1.5004644992108114,-0.3044601019608708,0.5922289712823537,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,-0.6947951716950629]",0
"[-1.0652794878379066,0.3022212908102134,0.20681699258415784,0.5975058944614422,0.7974108877351862,0.4060264086869567,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,0.9949250218629874]",1
"[-1.0652794878379066,-1.0189022035876123,0.5022948160637248,0.49760254238181106,0.7974108877351862,-0.5278798990831419,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.5626414780149088]",0
"[1.0732410343916199,1.623344785208039,0.8853216242779783,-0.8011410346533935,1.5319915475325574,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,1.3174717243674277]",0
"[-1.0652794878379066,-1.0189022035876123,1.727980602349336,0.19789248614291768,-1.4063310916569278,0.3888457336767879,1.0097682876139518,0.7748578372390554,-0.7661605604670605,-1.137258437497505]",1
"[-1.0652794878379066,-1.0189022035876123,-0.6248983623953641,1.29682935901886,1.1647012176338718,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-1.2438118418468378]",1
"[1.0732410343916199,-1.0189022035876123,0.841547131910635,-1.0009477388126558,1.5319915475325574,0.5341675438498712,1.0097682876139518,0.7748578372390554,1.3051274493010556,-0.04076094312345321]",0
"[-1.0652794878379066,1.623344785208039,-1.4785009635585575,-1.1008510908922868,0.7974108877351862,-1.3342758555096281,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,0.424093102574559]",0
"[-1.0652794878379066,-1.0189022035876123,-0.8984889396912594,0.09798913406328658,-1.039040761758242,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,1.1686166359894854]",0
"[-1.0652794878379066,-1.0189022035876123,2.1985563952982763,-0.8011410346533935,1.8992818774312432,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-1.6574592423457737]",1
